id,title,description,availability,condition,price,link,image_link,brand
62,Electric Scooter for Kids,Electric scooter for kids with safe handle and LED wheels,in stock,new,2499 EGP,https://kidzcorner.shop/product/details/62/electric-scooter-for-kids,https://kidzcorner.shop/public/media/317/Gemini_Generated_Image_geclrpgeclrpgecl.png,KidzCorner
